gene_id	transcript_id	gene_name	type	strand	seqid	biotypes	description	start	end	gc	featWidth	GO BP	GO MF	GO CC
YNR070W	YNR070W_mRNA		protein_coding	+	XIV	protein_coding	Putative transporter of the ATP-binding cassette (ABC) family; role in plasma membrane sterol incorporation; implicated in pleiotropic drug resistance; provides resistance to ethanol stress and contributes to a decreased intracellular accumulation of ethanol; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies [Source:SGD;Acc:S000005353]	765375	769376	0.3946	4002	GO:0015893; GO:0055092; GO:0042493; GO:0055085	GO:0042626; GO:0008559; GO:0005524; GO:0016887	GO:0016020; GO:0005886; GO:0016021
YNR071C	YNR071C_mRNA		protein_coding	-	XIV	protein_coding	Putative aldose 1-epimerase [Source:SGD;Acc:S000005354]	770440	771468	0.4179	1029	GO:0033499; GO:0005975; GO:0006006	GO:0004034; GO:0003824; GO:0030246; GO:0016853	
YNR072W	YNR072W_mRNA		protein_coding	+	XIV	protein_coding	Putative transmembrane polyol transporter; supports growth on and uptake of mannitol and sorbitol with moderate affinity when overexpressed in a strain deleted for hexose family members; minor hexose transport activity when overexpressed in a similar strain; induced by raffinose and galactose at pH 7.7 versus pH 4.7, repressed by high levels of glucose; HXT17 has a paralog, HXT13, that arose from a segmental duplication [Source:SGD;Acc:S000005355]	772657	774351	0.4177	1695	GO:0015795; GO:0015797; GO:0008645; GO:0055085; GO:0046323	GO:0022857; GO:0005215; GO:0005353; GO:0005351; GO:0015578; GO:0005355	GO:0016020; GO:0005886; GO:0016021
YNR073C	YNR073C_mRNA		protein_coding	-	XIV	protein_coding	Mannitol dehydrogenase; MAN2 has a paralog, DSF1, that arose from a segmental duplication [Source:SGD;Acc:S000005356]	774792	776300	0.446	1509	GO:0019594; GO:0055114	GO:0003824; GO:0046029; GO:0016491; GO:0050662	
YNR074C	YNR074C_mRNA	AIF1	protein_coding	-	XIV	protein_coding	Mitochondrial cell death effector; translocates to the nucleus in response to apoptotic stimuli, homolog of mammalian Apoptosis-Inducing Factor, putative reductase [Source:SGD;Acc:S000005357]	777602	778738	0.4019	1137	GO:0019646; GO:0043065; GO:0000304; GO:0006915; GO:0055114	GO:0016668; GO:0003955; GO:0016491	GO:0005741; GO:0005634; GO:0005739; GO:0005886; GO:0016021
YNR075C-A	YNR075C-A_mRNA		protein_coding	-	XIV	protein_coding	Protein of unknown function; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching [Source:SGD;Acc:S000028706]	781511	781603	0.4839	93			
YNR075W	YNR075W_mRNA		protein_coding	+	XIV	protein_coding	Endosomal protein involved in turnover of plasma membrane proteins; member of the DUP380 subfamily of conserved, often subtelomeric COS genes; required for the multivesicular vesicle body sorting pathway that internalizes plasma membrane proteins for degradation; Cos proteins provide ubiquitin in trans for nonubiquitinated cargo proteins [Source:SGD;Acc:S000005358]	779916	781040	0.3956	1125	GO:0043328; GO:0006897		GO:0005768; GO:0016020; GO:0016021
YNR076W	YNR076W_mRNA		protein_coding	+	XIV	protein_coding	Member of the seripauperin multigene family; encoded mainly in subtelomeric regions; SWAT-GFP fusion protein localizes to the endoplasmic reticulum and vacuole, while mCherry fusion localizes to just the vacuole; active during alcoholic fermentation; regulated by anaerobiosis; negatively regulated by oxygen; repressed by heme; identical to Pau18p [Source:SGD;Acc:S000005359]	781918	782280	0.4931	363	GO:0006950		
YNR077C	YNR077C_mRNA		protein_coding	-	XIV	protein_coding	Protein of unknown function, abundance changes with carbon source [Source:SGD;Acc:S000005360]	783287	783541	0.3529	255			
YOL001W	YOL001W_mRNA	PHO80	protein_coding	+	XV	protein_coding	Cyclin; interacts with cyclin-dependent kinase Pho85p; regulates the response to nutrient levels and environmental conditions, including the response to phosphate limitation and stress-dependent calcium signaling [Source:SGD;Acc:S000005361]	325249	326130	0.3707	882	GO:0050849; GO:0045936; GO:0016242; GO:0032880; GO:0006875; GO:0000079; GO:0042144; GO:0000122	GO:0019901; GO:0016538	GO:1990860; GO:0000307; GO:0005634; GO:0005737
YOL002C	YOL002C_mRNA	IZH2	protein_coding	-	XV	protein_coding	Plasma membrane receptor for plant antifungal osmotin; involved in zinc ion homeostasis, apoptosis; negatively regulates ZRT1 and other functionally divergent genes through CCCTC promoter motif (IzRE); modulates FET3 activity in iron-independent manner; affects gene expression by influencing balance of competition between Msn2p/Msn4p and Nrg1p/Nrg2p for binding to IzRE; transcription regulated by Zap1p, zinc, fatty acid levels; homolog of mammalian adiponectin receptor [Source:SGD;Acc:S000005362]	323411	324364	0.3711	954	GO:0006631; GO:0009636; GO:0006882; GO:0000122		GO:0005886; GO:0016021
YOL003C	YOL003C_mRNA		protein_coding	-	XV	protein_coding	Palmitoyltransferase with autoacylation activity; required for palmitoylation of amino acid permeases containing a C-terminal Phe-Trp-Cys site; required for modification of Chs3p; member of the DHHC family of putative palmitoyltransferases [Source:SGD;Acc:S000005363]	321858	322994	0.3905	1137	GO:0018345	GO:0016409; GO:0019706	GO:0005783; GO:0005789; GO:0016021
YOL004W	YOL004W_mRNA	SIN3	protein_coding	+	XV	protein_coding	Component of both the Rpd3S and Rpd3L histone deacetylase complexes; involved in transcriptional repression and activation of diverse processes, including mating-type switching and meiosis; involved in the maintenance of chromosomal integrity [Source:SGD;Acc:S000005364]	316938	321548	0.4029	4611	GO:0030174; GO:0000117; GO:0061587; GO:0061186; GO:0016479; GO:0061188; GO:0031939; GO:0051038; GO:0061408; GO:0006303; GO:0051301; GO:0016575; GO:0000122; GO:0045944; GO:0006355; GO:0006351	GO:0003714; GO:0003713; GO:0042802	GO:0032221; GO:0070822; GO:0033698
YOL005C	YOL005C_mRNA	RPB11	protein_coding	-	XV	protein_coding	RNA polymerase II subunit B12.5; part of central core; similar to Rpc19p and bacterial alpha subunit [Source:SGD;Acc:S000005365]	315813	316175	0.4986	363	GO:0006369; GO:0001172; GO:0006366; GO:0006351	GO:0001055; GO:0046983; GO:0003899; GO:0003677	GO:0005665
YOL006C	YOL006C_mRNA	TOP1	protein_coding	-	XV	protein_coding	Topoisomerase I; nuclear enzyme that relieves torsional strain in DNA by cleaving and re-sealing the phosphodiester backbone; relaxes both positively and negatively supercoiled DNA; functions in replication, transcription, and recombination; role in processing ribonucleoside monophosphates in genomic DNA into irreversible single-strand breaks; enzymatic activity and interaction with Nsr1p are negatively regulated by polyphosphorylation [Source:SGD;Acc:S000005366]	313078	315387	0.3844	2310	GO:0000019; GO:0006271; GO:0006265; GO:0007097; GO:0007076; GO:0006333; GO:0006368; GO:0006357; GO:0006338; GO:0000183	GO:0003917; GO:0003677	GO:0031298; GO:0005694; GO:0005654; GO:0005634; GO:0005730
YOL007C	YOL007C_mRNA		protein_coding	-	XV	protein_coding	Protein of unknown function; green fluorescent protein (GFP)- fusion protein localizes to the mother side of the bud neck and the vacuole; YOL007C is not an essential gene [Source:SGD;Acc:S000005367]	311342	312367	0.3947	1026			GO:0000324; GO:0005935
YOL008W	YOL008W_mRNA		protein_coding	+	XV	protein_coding	Coenzyme Q (ubiquinone) binding protein; functions in the delivery of Q6 to its proper location for electron transport during respiration; START domain protein with homologs in bacteria and eukaryotes; respiratory growth defect of the null mutant is functionally complemented by human COQ10A [Source:SGD;Acc:S000005368]	310312	310935	0.383	624	GO:0006744; GO:0045333	GO:0048039	GO:0005743
YOL009C	YOL009C_mRNA		protein_coding	-	XV	protein_coding	Mitochondrial outer membrane protein, ERMES complex subunit; required for transmission of mitochondria to daughter cells; required for mitophagy; may influence import and assembly of outer membrane beta-barrel proteins; ERMES complex is often co-localized with peroxisomes and with concentrated areas of pyruvate dehydrogenase [Source:SGD;Acc:S000005369]	309324	310139	0.3811	816	GO:0015917; GO:1990456; GO:0045040; GO:0070096; GO:0015914; GO:0000001; GO:0007005	GO:1901611; GO:0031210; GO:0008429; GO:0008289	GO:0032865; GO:0005741; GO:0005789
YOL010W	YOL010W_mRNA		protein_coding	+	XV	protein_coding	Endonuclease that cleaves pre-rRNA at site A2 for 18S rRNA biogenesis; subunit of U3-containing 90S preribosome processome complex involved in small ribosomal subunit assembly; stimulates Bms1p GTPase and U3 binding activity; similar to RNA cyclase-like proteins but no cyclase activity detected [Source:SGD;Acc:S000005370]	307938	309041	0.4022	1104	GO:0006396; GO:0000472; GO:0000480; GO:0000447; GO:0042254; GO:0006364; GO:0031167	GO:0003824; GO:0004521; GO:0008047	GO:0030686; GO:0005654; GO:0005730
YOL011W	YOL011W_mRNA		protein_coding	+	XV	protein_coding	Phospholipase B (lysophospholipase) involved in lipid metabolism; hydrolyzes phosphatidylinositol and phosphatidylserine and displays transacylase activity in vitro; PLB3 has a paralog, PLB1, that arose from the whole genome duplication [Source:SGD;Acc:S000005371]	305349	307409	0.4124	2061	GO:0009395; GO:0046488; GO:0006660	GO:0004620; GO:0004622	GO:0031225; GO:0005576; GO:0005886
YOL012C	YOL012C_mRNA	HTZ1	protein_coding	-	XV	protein_coding	Histone variant H2AZ; exchanged for histone H2A in nucleosomes by the SWR1 complex; involved in transcriptional regulation through prevention of the spread of silent heterochromatin; Htz1p-containing nucleosomes facilitate RNA Pol II passage by affecting correct assembly and modification status of RNA Pol II elongation complexes and by favoring efficient nucleosome remodeling [Source:SGD;Acc:S000005372]	303579	303983	0.4296	405	GO:0016569; GO:0070481; GO:0006357; GO:0006338; GO:0030466; GO:0006351	GO:0031490; GO:0046982; GO:0042802; GO:0003682; GO:0000978; GO:0003677	GO:0000786; GO:0005719; GO:0000790; GO:0005634
YOL013C	YOL013C_mRNA	HRD1	protein_coding	-	XV	protein_coding	Ubiquitin-protein ligase involved in ER-associated degradation (ERAD) of misfolded proteins; upon autoubiquitination triggers retrotranslocation of misfolded proteins to cytosol for degradation; genetically linked to the unfolded protein response (UPR); regulated through association with Hrd3p; contains an H2 ring finger; likely plays a general role in targeting proteins that persistently associate with and potentially obstruct the ER-localized translocon [Source:SGD;Acc:S000005373]	301380	303035	0.3792	1656	GO:0070936; GO:0051865; GO:0030970; GO:0030968; GO:0000209; GO:0030433; GO:0031505	GO:1990381; GO:0061630; GO:0042802; GO:0004842; GO:0051082; GO:0046872	GO:0036513; GO:0044322; GO:0000838; GO:0000839; GO:0005789; GO:0016021
YOL013W-A	YOL013W-A_mRNA	YOL013W-A	protein_coding	+	XV	protein_coding	Putative protein of unknown function; identified by SAGE [Source:SGD;Acc:S000028811]	301047	301238	0.4583	192			
YOL013W-B	YOL013W-B_mRNA	YOL013W-B	protein_coding	+	XV	protein_coding	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps the long terminal repeat (LTR) of a Ty1 element [Source:SGD;Acc:S000007252]	300690	300980	0.2887	291			GO:0016021
YOL014W	YOL014W_mRNA		protein_coding	+	XV	protein_coding	Putative protein of unknown function; mCherry fusion protein localizes to the cytosol and nucleus [Source:SGD;Acc:S000005374]	299693	300067	0.4133	375			
YOL015W	YOL015W_mRNA		protein_coding	+	XV	protein_coding	Protein of unknown function; subunit of the leading edge protein (LEP) complex (Ssp1-Ady3-Don1-Irc10) that forms a ring-like structure at the leading edge of the prospore membrane during meiosis II; null mutant displays increased levels of spontaneous Rad52p foci [Source:SGD;Acc:S000005375]	297078	298838	0.3629	1761			
YOL016C	YOL016C_mRNA		protein_coding	-	XV	protein_coding	Calmodulin-dependent protein kinase; may play a role in stress response, many CA++/calmodulan dependent phosphorylation substrates demonstrated in vitro, amino acid sequence similar to mammalian Cam Kinase II; CMK2 has a paralog, CMK1, that arose from the whole genome duplication [Source:SGD;Acc:S000005376]	294777	296120	0.4025	1344	GO:0034599; GO:0051726; GO:0035556; GO:0018105; GO:0018107; GO:0006468; GO:0007165	GO:0004683; GO:0005516; GO:0004672; GO:0005524	GO:0005622
YOL017W	YOL017W_mRNA		protein_coding	+	XV	protein_coding	Protein involved in telomeric and mating-type locus silencing; interacts with Sir2p and also interacts with Gal11p, which is a component of the RNA pol II mediator complex; ESC8 has a paralog, IOC3, that arose from the whole genome duplication [Source:SGD;Acc:S000005377]	292529	294673	0.3767	2145	GO:0007062; GO:0006342; GO:0006351		GO:0005634; GO:0005737
YOL018C	YOL018C_mRNA		protein_coding	-	XV	protein_coding	Syntaxin-like t-SNARE; forms a complex with Tlg1p and Vti1p and mediates fusion of endosome-derived vesicles with the late Golgi; required along with VPS45 for an early step of the constitutive CVT pathway; interactions with Vps45 prevents Tlg2p degradation, and facilitates t-SNARE complex formation; homologous to mammalian SNARE protein syntaxin 16 (Sx16) [Source:SGD;Acc:S000005378]	290881	292074	0.3819	1194	GO:0006673; GO:0032527; GO:0006675; GO:0048278; GO:0006906; GO:0009306; GO:0006896; GO:0006897; GO:0006886; GO:0016192; GO:0032258	GO:0005484; GO:0000149	GO:0031303; GO:0005802; GO:0031201; GO:0016020
YOL019W	YOL019W_mRNA	YOL019W	protein_coding	+	XV	protein_coding	Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery and vacuole; YOL019W has a paralog, DCV1, that arose from the whole genome duplication [Source:SGD;Acc:S000005379]	288898	290553	0.4112	1656	GO:0007127; GO:0000281; GO:0030435		GO:0035838; GO:0032153; GO:0005774; GO:0005886; GO:0016021
YOL019W-A	YOL019W-A_mRNA		protein_coding	+	XV	protein_coding	Protein of unknown function; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching [Source:SGD;Acc:S000028707]	288420	288572	0.4902	153			
YOL020W	YOL020W_mRNA	TAT2	protein_coding	+	XV	protein_coding	High affinity tryptophan and tyrosine permease; overexpression confers FK506 and FTY720 resistance [Source:SGD;Acc:S000005380]	286172	287950	0.4384	1779	GO:0015827; GO:0015801; GO:0006865; GO:0055085	GO:0015173; GO:0005300; GO:0003824; GO:0022857	GO:0016020; GO:0005886; GO:0016021
YOL021C	YOL021C_mRNA	DIS3	protein_coding	-	XV	protein_coding	Exosome core complex catalytic subunit; has both endonuclease and 3'-5' exonuclease activity; involved in 3'-5' RNA processing and degradation in both the nucleus and the cytoplasm; role in degradation of tRNAs; similar to E. coli RNase R and to human DIS3, which partially complements dis3-81 heat sensitivity; mutations in Dis3p analogous to human mutations implicated in multiple myeloma impair exosome function; protein abundance increases under to DNA replication stress [Source:SGD;Acc:S000005381]	282421	285426	0.4125	3006	GO:0016075; GO:0071038; GO:0071051; GO:0071028; GO:0071042; GO:0043628; GO:0071039; GO:0071035; GO:0016973; GO:0000467; GO:0070478; GO:0070651; GO:0070481	GO:0004540; GO:0004521; GO:0003676; GO:0000175; GO:0000049; GO:0003723	GO:0000176; GO:0000177; GO:0005739; GO:0005730
YOL022C	YOL022C_mRNA		protein_coding	-	XV	protein_coding	Cytoplasmic protein required for correct processing of 20S pre-rRNA; protein required for processing of the 20S pre-rRNA at site D to generate mature 18S rRNA; essential gene in S288C background but not in CEN.PK2 [Source:SGD;Acc:S000005382]	280272	281498	0.3912	1227	GO:0030490		GO:0005737
YOL023W	YOL023W_mRNA		protein_coding	+	XV	protein_coding	Mitochondrial translation initiation factor 2 [Source:SGD;Acc:S000005383]	278056	280086	0.3693	2031	GO:0070124; GO:0006413; GO:0032543	GO:0000049; GO:0003924; GO:0005525; GO:0003743	GO:0005622; GO:0005739
YOL024W	YOL024W_mRNA		protein_coding	+	XV	protein_coding	Putative protein of unknown function; predicted to have thiol-disulfide oxidoreductase active site; YOL024W has a paralog, IGD1, that arose from the whole genome duplication [Source:SGD;Acc:S000005384]	277086	277604	0.3584	519			
YOL025W	YOL025W_mRNA	LAG2	protein_coding	+	XV	protein_coding	Protein that negatively regulates the SCF E3-ubiquitin ligase; regulates by interacting with and preventing neddyation of the cullin subunit, Cdc53p; longevity determinant that is preferentially expressed in young cells; similar to mammalian Cand1 [Source:SGD;Acc:S000005385]	274957	276939	0.3762	1983	GO:0051444; GO:0001302		
