transcript_id	gene_id	gene_name	type	strand	seqid	start	end	biotypes	gc	featWidth	description	GO BP	GO CC	GO MF
YOR246C_mRNA	YOR246C		protein_coding	-	XV	795801	796793	protein_coding	0.4542	993	Protein proposed to be involved in vacuolar functions; mutant shows defect in CPY processing and defects in vacuolar morphology; has similarity to oxidoreductases, found in lipid particles; required for replication of Brome mosaic virus in S. cerevisiae, a model system for studying replication of positive-strand RNA viruses in their natural hosts [Source:SGD;Acc:S000005772]	GO:0006624; GO:0007033	GO:0005811; GO:0005773; GO:0005739; GO:0016021	GO:0016491
YOR247W_mRNA	YOR247W		protein_coding	+	XV	797676	798308	protein_coding	0.4739	633	Mannoprotein that exhibits a tight association with the cell wall; required for cell wall stability in the absence of GPI-anchored mannoproteins; has a high serine-threonine content; expression is induced in cell wall mutants; SRL1 has a paralog, SVS1, that arose from the whole genome duplication [Source:SGD;Acc:S000005773]	GO:0006139; GO:0031505	GO:0005934; GO:0009277; GO:0009986; GO:0005576	
YOR248W_mRNA	YOR248W	YOR248W	protein_coding	+	XV	798013	798315	protein_coding	0.4455	303	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data [Source:SGD;Acc:S000005774]			
YOR249C_mRNA	YOR249C	APC5	protein_coding	-	XV	798674	800731	protein_coding	0.346	2058	Subunit of the Anaphase-Promoting Complex/Cyclosome (APC/C); APC/C is a ubiquitin-protein ligase required for degradation of anaphase inhibitors, including mitotic cyclins, during the metaphase/anaphase transition; component of the platform domain of the APC/C, based on structural analysis; relative distribution to nuclear foci decreases upon DNA replication stress [Source:SGD;Acc:S000005775]	GO:0031497; GO:0031145; GO:0016567; GO:0051301; GO:0007049	GO:0005680	
YOR250C_mRNA	YOR250C		protein_coding	-	XV	800970	802307	protein_coding	0.3991	1338	Component of the cleavage and polyadenylation factor I (CF I); CF 1, composed of the CF 1A complex (Rna14p, Rna15p, Clp1p, Pcf11p) and Hrp1, is involved in cleavage and polyadenylation of mRNA 3' ends; involved in both the endonucleolyitc cleavage and polyadenylation steps of mRNA 3'-end maturation and in gene looping which affects reinitiation of transcription [Source:SGD;Acc:S000005776]	GO:0090202; GO:0006378; GO:0098789; GO:0031124; GO:0006388	GO:0005849	GO:0051731; GO:0005524
YOR251C_mRNA	YOR251C		protein_coding	-	XV	802550	803464	protein_coding	0.423	915	Rhodanese domain sulfur transferase; accepts persulfite from Nfs1p and transfers it to Uba4p in the pathway for 2-thiolation of the wobble uridine base of tRNAs; also stimulates sulfur transfer by Nfs1p; may be mitochondrially localized [Source:SGD;Acc:S000005777]	GO:0002143; GO:0002098	GO:0005739	GO:0004792
YOR252W_mRNA	YOR252W	TMA16	protein_coding	+	XV	803667	804203	protein_coding	0.3873	537	Protein of unknown function that associates with ribosomes [Source:SGD;Acc:S000005778]		GO:0005634	
YOR253W_mRNA	YOR253W	NAT5	protein_coding	+	XV	804377	804907	protein_coding	0.3748	531	Subunit of protein N-terminal acetyltransferase NatA; NatA is comprised of Nat1p, Ard1p, and Nat5p; N-terminally acetylates many proteins, which influences multiple processes such as the cell cycle, heat-shock resistance, mating, sporulation, and telomeric silencing [Source:SGD;Acc:S000005779]	GO:0006474	GO:0031415	GO:0004596
YOR254C_mRNA	YOR254C	SEC63	protein_coding	-	XV	805032	807023	protein_coding	0.3685	1992	Essential subunit of Sec63 complex; with Sec61 complex, Kar2p/BiP and Lhs1p forms a channel competent for SRP-dependent and post-translational SRP-independent protein targeting and import into the ER; other members are Sec62p, Sec66p, and Sec72p [Source:SGD;Acc:S000005780]	GO:0006614; GO:0046967; GO:0031204; GO:0006620	GO:0031207; GO:0005637; GO:0030176	GO:0008565
YOR255W_mRNA	YOR255W		protein_coding	+	XV	807271	808107	protein_coding	0.3775	837	Protein involved in sporulation; required for the construction of the outer spore wall layers; required for proper localization of Spo14p [Source:SGD;Acc:S000005781]	GO:0030476; GO:0030437	GO:0031160; GO:0005628	
YOR256C_mRNA	YOR256C		protein_coding	-	XV	808254	810683	protein_coding	0.3691	2430	Transferrin receptor-like protein; functions with Tre1p to regulate ubiquitination and vacuolar degradation of the metal transporter Smf1p; inviability of null mutant in systematic studies is due to proximity to CDC31; TRE2 has a paralog, TRE1, that arose from the whole genome duplication [Source:SGD;Acc:S000005782]	GO:0043328	GO:0005622; GO:0016021	GO:0008237; GO:0046872
YOR257W_mRNA	YOR257W	CDC31	protein_coding	+	XV	811008	811493	protein_coding	0.3765	486	Calcium-binding component of the spindle pole body (SPB) half-bridge; required for SPB duplication in mitosis and meiosis II; homolog of mammalian centrin; binds multiubiquitinated proteins and is involved in proteasomal protein degradation [Source:SGD;Acc:S000005783]	GO:0043549; GO:0015031; GO:0051301; GO:0043161; GO:0007020; GO:0030474; GO:0051028	GO:0070390; GO:0005825; GO:0005643	GO:0005509; GO:0042802; GO:0005200
YOR258W_mRNA	YOR258W		protein_coding	+	XV	811671	812324	protein_coding	0.3502	654	DNA 5' AMP hydrolase involved in DNA repair; member of the histidine triad (HIT) superfamily of nucleotide-binding proteins; homolog of Aprataxin, a Hint related protein that is mutated in individuals with ataxia with oculomotor apraxia; relative distribution to nuclear foci decreases upon DNA replication stress [Source:SGD;Acc:S000005784]	GO:0006281; GO:0006974	GO:0005634; GO:0005737	GO:0120108; GO:0033699; GO:0003677; GO:0046872
YOR259C_mRNA	YOR259C	RPT4	protein_coding	-	XV	812395	813708	protein_coding	0.411	1314	ATPase of the 19S regulatory particle of the 26S proteasome; one of six ATPases of the regulatory particle; involved in degradation of ubiquitinated substrates; contributes preferentially to ERAD; required for spindle pole body duplication; mainly nuclear localization [Source:SGD;Acc:S000005785]	GO:0006289; GO:0030163; GO:0032968; GO:0045899; GO:0070682; GO:0030433	GO:0008540; GO:0031597; GO:0031595; GO:0005634; GO:0005737	GO:0019904; GO:0016787; GO:0017025; GO:0036402; GO:0005524; GO:0016887
YOR260W_mRNA	YOR260W	GCD1	protein_coding	+	XV	813984	815720	protein_coding	0.3869	1737	Gamma subunit of the translation initiation factor eIF2B; the guanine-nucleotide exchange factor for eIF2; activity subsequently regulated by phosphorylated eIF2; first identified as a negative regulator of GCN4 expression [Source:SGD;Acc:S000005786]	GO:1903574; GO:0065009; GO:0006446	GO:0032045; GO:0005851	GO:0003743
YOR261C_mRNA	YOR261C		protein_coding	-	XV	815915	816931	protein_coding	0.353	1017	Essential non-ATPase regulatory subunit of the 26S proteasome; has similarity to the human p40 proteasomal subunit and to another S. cerevisiae regulatory subunit, Rpn11p [Source:SGD;Acc:S000005787]	GO:0006511; GO:0043161	GO:0005838; GO:0008541; GO:0034515	GO:0005515
YOR262W_mRNA	YOR262W		protein_coding	+	XV	817292	818335	protein_coding	0.3841	1044	Putative GTPase with a role in biogenesis of RNA pol II and polIII; may be involved in assembly of RNA polymerases II and III and in their transport into the nucleus; contains a Gly-Pro-Asn motif in the G domain; similar to Npa3p and Gpn3p; highly conserved across species and homologous to human gene GPN2/ATPBD1B; required for establishment of sister chromatid cohesion [Source:SGD;Acc:S000005788]	GO:0032502; GO:0034087; GO:0051301; GO:0006606	GO:0005874; GO:0005737	GO:0003924; GO:0005525
YOR263C_mRNA	YOR263C		protein_coding	-	XV	818757	819164	protein_coding	0.3554	408	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF DES3/YOR264W [Source:SGD;Acc:S000005789]			
YOR264W_mRNA	YOR264W		protein_coding	+	XV	818866	820158	protein_coding	0.3898	1293	Daughter cell-specific protein, may help establish daughter fate; relocalizes from bud neck to cytoplasm upon DNA replication stress [Source:SGD;Acc:S000005790]	GO:0007049	GO:0005935	
YOR265W_mRNA	YOR265W		protein_coding	+	XV	820454	820774	protein_coding	0.3863	321	Protein involved in microtubule morphogenesis; required for protection from excess free beta-tubulin; proposed to be involved the folding of beta-tubulin; similar to mouse beta-tubulin cofactor A; protein abundance increases in response to DNA replication stress [Source:SGD;Acc:S000005791]	GO:0007023; GO:0007021	GO:0005874; GO:0005737	GO:0048487; GO:0015631
YOR266W_mRNA	YOR266W		protein_coding	+	XV	821023	822294	protein_coding	0.3664	1272	Mitochondrial integral inner membrane protein; involved in membrane insertion of C-terminus of Cox2p, interacts genetically and physically with Cox18p; deletion mutant sensitive to the anti-Pneumocystis carinii drug pentamidine [Source:SGD;Acc:S000005792]	GO:0032979; GO:0046677	GO:0031305	
YOR267C_mRNA	YOR267C		protein_coding	-	XV	822588	824867	protein_coding	0.3921	2280	Protein kinase; implicated in activation of the plasma membrane H(+)-ATPase Pma1p in response to glucose metabolism; plays a role in ion homeostasis; protein abundance increases in response to DNA replication stress [Source:SGD;Acc:S000005793]	GO:0006873; GO:0035556; GO:0006468	GO:0005634; GO:0005737	GO:0004672; GO:0004674; GO:0005524
YOR268C_mRNA	YOR268C		protein_coding	-	XV	825534	825932	protein_coding	0.4561	399	Putative protein of unknown function; sporulation is abnormal in homozygous diploid; SWAT-GFP fusion protein localizes to the nucleus; YOR268C is not an essential gene [Source:SGD;Acc:S000005794]		GO:0016021	
YOR269W_mRNA	YOR269W		protein_coding	+	XV	826385	827869	protein_coding	0.3993	1485	Involved in nuclear migration, part of the dynein/dynactin pathway; targets dynein to microtubule tips, which is necessary for sliding of microtubules along bud cortex; serves at interface between dynein's ATPase site and its microtubule binding stalk, causing individual dynein motors to remain attached to microtubules for long periods; synthetic lethal with bni1; homolog of human LIS1, mutations in which cause the severe brain disorder lissencephaly [Source:SGD;Acc:S000005795]	GO:1903033; GO:2000582; GO:0030473; GO:0051301; GO:0007049	GO:0005881; GO:0005634; GO:0000922	GO:0051010; GO:0042802; GO:0005515
YOR270C_mRNA	YOR270C		protein_coding	-	XV	828052	830574	protein_coding	0.3872	2523	Subunit a of vacuolar-ATPase V0 domain; one of two isoforms (Vph1p and Stv1p); Vph1p is located in V-ATPase complexes of the vacuole while Stv1p is located in V-ATPase complexes of the Golgi and endosomes; relative distribution to the vacuolar membrane decreases upon DNA replication stress; human homolog ATP6V0A4 implicated in renal tubular acidosis, can complement yeast null mutant [Source:SGD;Acc:S000005796]	GO:0071469; GO:1902600; GO:0006797; GO:0015986; GO:0070072; GO:0007035	GO:0000220; GO:0000324; GO:0000329; GO:0016021; GO:0033179	GO:0046961; GO:0051117; GO:0015078
YOR271C_mRNA	YOR271C		protein_coding	-	XV	831059	832042	protein_coding	0.4705	984	Putative protein; predicted to be an alpha-isopropylmalate carrier; belongs to the sideroblastic-associated protein family; non-tagged protein is detected in purified mitochondria; likely to play a role in iron homeostasis [Source:SGD;Acc:S000005797]	GO:0006811; GO:0055072; GO:0055085	GO:0031966; GO:0016020; GO:0016021	GO:0015075
YOR272W_mRNA	YOR272W		protein_coding	+	XV	832813	834195	protein_coding	0.41	1383	Constituent of 66S pre-ribosomal particles; forms a complex with Nop7p and Erb1p that is required for maturation of the large ribosomal subunit; has seven C-terminal WD repeats [Source:SGD;Acc:S000005798]	GO:0000460; GO:0042254; GO:0051276; GO:0000470; GO:0042273	GO:0070545; GO:0030687; GO:0005654; GO:0005730	GO:0005515
YOR273C_mRNA	YOR273C		protein_coding	-	XV	834452	836431	protein_coding	0.4283	1980	Polyamine transporter of the major facilitator superfamily; member of the 12-spanner drug:H(+) antiporter DHA1 family; recognizes spermine, putrescine, and spermidine; localizes to the plasma membrane [Source:SGD;Acc:S000005799]	GO:0000296; GO:0015848; GO:0055085	GO:0000329; GO:0005886; GO:0016021	GO:0000297; GO:0015606; GO:0015297; GO:0005215
YOR274W_mRNA	YOR274W		protein_coding	+	XV	837674	838960	protein_coding	0.3908	1287	Delta 2-isopentenyl pyrophosphate:tRNA isopentenyl transferase; required for biosynthesis of isopentenyladenosine in mitochondrial and cytoplasmic tRNAs; also has a role in tRNA gene-mediated silencing; gene encodes two isozymic forms; converts to a prion form, prion conversion contributes to azole antifungal resistance by upregulating ergosterol biosynthesis; homolog of human TRIT1, a mutation in which is associated with severe combined respiratory chain defects [Source:SGD;Acc:S000005800]	GO:0061587; GO:0008033; GO:0006400	GO:0005634; GO:0005739; GO:0005730; GO:0005829	GO:0052381; GO:0000049; GO:0005524; GO:0046872
YOR275C_mRNA	YOR275C		protein_coding	-	XV	839084	841069	protein_coding	0.3691	1986	Protein involved in proteolytic activation of Rim101p; part of response to alkaline pH; PalA/AIP1/Alix family member; interaction with the ESCRT-III subunit Snf7p suggests a relationship between pH response and multivesicular body formation [Source:SGD;Acc:S000005801]	GO:0009268; GO:0006508; GO:0016485; GO:0001403; GO:0030435	GO:0005634; GO:0005737; GO:0005886	GO:0005515
YOR276W_mRNA	YOR276W	CAF20	protein_coding	+	XV	841333	841818	protein_coding	0.3992	486	Phosphoprotein of the mRNA cap-binding complex; involved in translational control; repressor of cap-dependent translation initiation; competes with eIF4G for binding to eIF4E [Source:SGD;Acc:S000005802]	GO:0010606; GO:0006413; GO:0017148	GO:0005845; GO:0005737	GO:0003743
YOR277C_mRNA	YOR277C		protein_coding	-	XV	841515	841823	protein_coding	0.4142	309	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; almost completely overlaps the verified gene CAF20 [Source:SGD;Acc:S000005803]		GO:0016021	
YOR278W_mRNA	YOR278W	HEM4	protein_coding	+	XV	842817	843644	protein_coding	0.3829	828	Uroporphyrinogen III synthase; catalyzes the conversion of hydroxymethylbilane to uroporphyrinogen III, the fourth step in heme biosynthesis; deficiency in the human homolog can result in the disease congenital erythropoietic porphyria [Source:SGD;Acc:S000005804]	GO:0006780; GO:0006782; GO:0006783; GO:0033014		GO:0004852
YOR279C_mRNA	YOR279C		protein_coding	-	XV	843698	844630	protein_coding	0.3794	933	Component of the Sum1p-Rfm1p-Hst1p complex; Rfm1p tethers the Hst1p histone deacetylase to the DNA-binding protein Sum1p; complex is involved in transcriptional repression of middle sporulation genes and in initiation of DNA replication [Source:SGD;Acc:S000005805]	GO:0032298; GO:0000122	GO:0000118; GO:0005634	GO:0030674
YOR280C_mRNA	YOR280C		protein_coding	-	XV	844992	845792	protein_coding	0.3858	801	Putative serine hydrolase; likely target of Cyc8p-Tup1p-Rfx1p transcriptional regulation; sequence is similar to S. cerevisiae Fsh1p and Fsh2p and the human candidate tumor suppressor OVCA2 [Source:SGD;Acc:S000005806]			GO:0052689
YOR281C_mRNA	YOR281C		protein_coding	-	XV	846269	847129	protein_coding	0.3856	861	Protein that interacts with the CCT complex to stimulate actin folding; has similarity to phosducins; null mutant lethality is complemented by mouse phosducin-like protein MgcPhLP; CCT is short for chaperonin containing TCP-1; essential gene [Source:SGD;Acc:S000005807]	GO:0008616; GO:0009968; GO:0007329; GO:0006457	GO:0005737	GO:0031683; GO:0003779
YOR282W_mRNA	YOR282W		protein_coding	+	XV	847000	847320	protein_coding	0.3894	321	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps essential, verified gene PLP2/YOR281C [Source:SGD;Acc:S000005808]		GO:0016021	
